Date,Month_Num,Weekday,AI_Platform,AI_Model_Version,Active_Users,New_Users,Churned_Users,Daily_Churn_Rate,Retention_Rate,User_ID,Query_Type,Input_Text,Input_Text_Length,Response_Tokens,Topic_Category,User_Rating,User_Experience_Score,Session_Duration_sec,Device_Type,Language,Response_Accuracy,Response_Speed_sec,Response_Time_Category,Correction_Needed,User_Return_Frequency,Customer_Support_Interactions,Region
2020-08-19,6,Friday,Grok AI,v4.0,2399,278,247,0.0183,0.7705,8fe453cb-928c-4562-9688-ab961fb59415,Transactional,Sample user input text 26232,359,927,Health,5,2.97,108,Desktop,English,0.9891,1.1804,Medium,Yes,Weekly,4,North America
2020-02-19,3,Tuesday,Grok AI,v1.0,5169,578,163,0.0618,0.7439,229b9089-62aa-463c-b8f6-41f2ddd3c3e3,Transactional,Sample user input text 26233,220,355,Education,1,1.35,215,Tablet,Chinese,0.7262,3.063,Slow,Yes,Daily,0,North America
2020-05-05,2,Tuesday,Grok AI,v3.0,3957,370,208,0.017,0.8972,0e1bfeed-e6ab-4533-801c-c9b5839c2376,Informational,Sample user input text 26234,250,580,Finance,4,4.64,729,Desktop,Spanish,0.8545,0.6397,Medium,No,Monthly,1,Europe
2023-06-07,3,Friday,Grok AI,v1.0,4014,788,467,0.0431,0.6202,e309ee7a-0640-4c4d-9ef2-f004f1fc3424,Navigational,Sample user input text 26235,426,874,Health,4,3.5,1545,Desktop,German,0.8382,1.9077,Slow,Yes,Daily,4,Asia
2022-12-05,8,Sunday,ChatGPT,v1.0,3983,601,484,0.0818,0.7095,09d6a4f0-560d-4ac2-a5bc-fab51994a300,Transactional,Sample user input text 26236,469,792,Education,3,3.61,289,Desktop,French,0.775,2.5794,Medium,Yes,Daily,5,Europe
2020-06-20,1,Tuesday,Grok AI,v2.0,9977,580,288,0.0728,0.8523,992135fe-26f6-4a14-8deb-0b10544371ed,Transactional,Sample user input text 26237,51,300,Technology,4,4.29,1130,Tablet,German,0.9308,1.9834,Medium,No,Weekly,5,Asia
2023-12-26,1,Wednesday,DeepSeek,v1.0,5980,542,266,0.0934,0.823,cd2d7782-6a10-4e75-8440-de9c4d63ac0c,Informational,Sample user input text 26238,365,656,Technology,5,4.24,581,Mobile,English,0.9366,4.5925,Slow,Yes,Daily,2,South America
2022-02-13,10,Saturday,Grok AI,v4.0,2106,652,349,0.0302,0.7137,dc26df22-9414-4008-906c-03313324ce76,Navigational,Sample user input text 26239,357,488,Technology,4,4.16,631,Tablet,German,0.761,4.8116,Medium,Yes,Monthly,2,South America
2022-10-04,1,Saturday,Grok AI,v2.0,5699,145,207,0.0546,0.7353,afb1c794-328e-4145-a472-3e76130f5cbd,Navigational,Sample user input text 26240,88,312,Technology,1,1.11,437,Desktop,German,0.7783,4.797,Medium,Yes,Daily,2,Asia
2020-12-08,7,Saturday,DeepSeek,v1.0,8735,532,455,0.0986,0.7069,c7fba2a1-da03-4dc8-84f7-a58b39bd2242,Navigational,Sample user input text 26241,203,994,Technology,3,4.34,264,Tablet,French,0.7687,4.7468,Medium,Yes,Weekly,5,Europe
2020-12-13,4,Friday,ChatGPT,v3.0,8140,931,447,0.0188,0.5638,74cafa38-4b17-4aa8-a42a-1868f70501a0,Informational,Sample user input text 26242,377,500,Education,3,4.9,847,Tablet,Spanish,0.8887,3.5072,Medium,No,Daily,0,Asia
2023-08-31,8,Tuesday,ChatGPT,v2.0,1179,208,377,0.0968,0.75,40d165fd-4e18-49c9-83af-16ed357e0e9d,Transactional,Sample user input text 26243,68,973,Health,3,4.45,27,Mobile,English,0.8251,4.5657,Fast,No,Monthly,4,North America
2021-04-29,12,Sunday,DeepSeek,v4.0,4237,341,460,0.0711,0.8064,2a8c3ab6-415c-48a7-b819-d9889aea44d0,Informational,Sample user input text 26244,330,882,Technology,4,2.85,72,Mobile,Spanish,0.8736,0.4702,Fast,Yes,Monthly,1,South America
2023-01-07,9,Friday,DeepSeek,v2.0,9328,652,225,0.0319,0.9415,e38ac6f9-597a-4114-ac95-9d64b3634705,Transactional,Sample user input text 26245,479,489,Finance,4,4.38,1765,Tablet,French,0.7521,4.8998,Fast,Yes,Weekly,3,Asia
2023-09-15,6,Thursday,Grok AI,v2.0,2622,932,489,0.048,0.8175,c82fb52f-f5fe-4d2c-813e-92de6e263b51,Transactional,Sample user input text 26246,373,77,Technology,4,1.56,422,Mobile,German,0.9018,2.3826,Fast,No,Daily,0,Asia
2023-03-09,12,Sunday,Grok AI,v2.0,5316,242,390,0.082,0.5641,5c62a559-aa6d-4c94-97c3-5a5a83ab3f5f,Navigational,Sample user input text 26247,467,960,Health,3,3.11,382,Desktop,Chinese,0.9586,0.7426,Medium,No,Daily,3,Asia
2022-02-18,11,Tuesday,ChatGPT,v1.0,1091,229,98,0.0897,0.5532,79ef5259-e923-4821-9387-ae55562574e9,Transactional,Sample user input text 26248,470,118,Technology,5,4.25,383,Desktop,Chinese,0.8722,1.1205,Medium,No,Weekly,5,Asia
2020-12-07,4,Friday,Grok AI,v4.0,3249,393,324,0.0817,0.7204,476be42b-83b3-46fb-83ef-84df1262da6b,Navigational,Sample user input text 26249,166,631,Health,4,1.46,1393,Desktop,Spanish,0.8916,4.682,Fast,No,Weekly,4,Europe
2021-05-19,7,Thursday,ChatGPT,v1.0,5444,752,334,0.094,0.5227,267fa2f8-a3be-4d12-8334-510fa9c214f3,Navigational,Sample user input text 26250,455,637,Education,2,2.62,470,Desktop,English,0.9756,1.7545,Fast,Yes,Weekly,1,Europe
2021-06-09,5,Thursday,DeepSeek,v2.0,9459,888,480,0.0593,0.8129,298ffac8-504b-4234-9f16-1bf6381587a5,Navigational,Sample user input text 26251,147,589,Education,4,2.45,1480,Desktop,German,0.877,2.1189,Slow,Yes,Weekly,3,North America
2021-05-10,10,Tuesday,DeepSeek,v1.0,6578,593,369,0.0974,0.9508,809ba855-a971-4b8f-979b-ee9c5b60a000,Navigational,Sample user input text 26252,292,595,Technology,5,3.47,1270,Desktop,English,0.9137,4.817,Medium,No,Daily,4,Asia
2023-05-02,2,Monday,Grok AI,v2.0,6410,260,456,0.0508,0.9029,2a45d7b0-4aa2-4759-a743-70ad6af02cee,Informational,Sample user input text 26253,261,151,Technology,5,1.03,1765,Mobile,French,0.8582,4.7161,Medium,No,Weekly,0,South America
2021-11-03,7,Tuesday,ChatGPT,v1.0,8889,213,123,0.0282,0.9215,f68d326b-18f5-4cf8-80cf-737538e63c85,Navigational,Sample user input text 26254,444,380,Health,2,1.5,418,Desktop,Spanish,0.7824,3.0332,Medium,No,Weekly,4,Europe
2020-11-08,2,Tuesday,Grok AI,v2.0,1558,101,161,0.095,0.6733,5f723cf1-f7ab-43bb-aac1-f4c9ffc124fe,Transactional,Sample user input text 26255,433,158,Technology,4,2.24,761,Desktop,French,0.7711,4.7605,Medium,Yes,Monthly,4,Asia
2022-01-03,6,Saturday,ChatGPT,v4.0,1733,344,220,0.072,0.924,744fdcbd-7af9-4b22-845c-69982d41c71a,Transactional,Sample user input text 26256,477,584,Education,1,4.23,842,Desktop,German,0.8546,0.497,Slow,Yes,Monthly,0,North America
2020-03-21,12,Tuesday,ChatGPT,v3.0,6633,537,472,0.0255,0.7965,8cea1076-588e-409e-af29-51f9df4bdd28,Navigational,Sample user input text 26257,374,580,Health,3,1.35,462,Mobile,Chinese,0.8898,3.8879,Fast,Yes,Monthly,3,Europe
2022-05-05,1,Friday,ChatGPT,v1.0,1889,558,478,0.0851,0.7128,9c3187fa-198e-4eb1-9ef6-3f95978cf789,Informational,Sample user input text 26258,293,136,Education,3,4.23,1110,Mobile,English,0.8464,1.1025,Medium,Yes,Weekly,1,Europe
2020-12-17,4,Monday,ChatGPT,v1.0,6331,762,56,0.0464,0.8902,6a7afb82-e3a5-47f3-8406-ef6290641da9,Informational,Sample user input text 26259,354,732,Education,2,3.3,751,Mobile,Chinese,0.8179,3.0722,Medium,No,Weekly,5,North America
2020-01-04,4,Monday,ChatGPT,v1.0,3474,144,420,0.0953,0.7602,5637a481-d2f0-4916-a2c3-6c1370a397ad,Transactional,Sample user input text 26260,472,407,Health,3,4.0,561,Tablet,German,0.8612,1.5891,Slow,No,Weekly,2,Asia
2023-01-14,5,Sunday,ChatGPT,v3.0,1607,269,201,0.0971,0.6835,ba3e3ed8-aea5-45f1-90c5-3d24597d7811,Informational,Sample user input text 26261,247,773,Health,5,3.17,1510,Mobile,German,0.8866,2.2458,Fast,Yes,Daily,5,Asia
2022-04-09,4,Friday,DeepSeek,v4.0,3446,937,458,0.0792,0.8934,e5cb9e79-00bd-4bf5-ae03-28722854b38c,Navigational,Sample user input text 26262,170,604,Technology,4,2.96,1540,Tablet,Spanish,0.8294,2.1913,Slow,Yes,Weekly,2,Europe
2022-02-14,3,Monday,DeepSeek,v4.0,9787,506,467,0.0934,0.9145,c94898e8-7796-4a66-87f3-cf2d6cc23b60,Navigational,Sample user input text 26263,481,61,Education,4,1.48,384,Tablet,French,0.9148,2.6557,Slow,No,Daily,4,Europe
2021-03-29,9,Thursday,ChatGPT,v3.0,1131,505,414,0.097,0.7908,f2c3f2f4-9d95-44b0-9849-a653bd5c2c1b,Navigational,Sample user input text 26264,269,554,Technology,5,3.03,1190,Mobile,English,0.8771,1.1198,Fast,No,Monthly,1,Asia
2021-10-05,10,Friday,DeepSeek,v4.0,1560,970,300,0.0149,0.7944,f2c073e9-3e7f-4989-8a77-46bec3e3de34,Transactional,Sample user input text 26265,232,363,Health,5,5.0,135,Mobile,French,0.8742,2.3705,Slow,Yes,Weekly,4,North America
2020-01-20,11,Friday,Grok AI,v3.0,7065,654,61,0.0194,0.5568,d1641c1e-ece4-4e19-9367-38fd61e2c66b,Navigational,Sample user input text 26266,234,642,Finance,4,4.69,1095,Tablet,French,0.7981,2.2583,Slow,No,Weekly,0,Asia
2020-12-29,8,Wednesday,Grok AI,v3.0,7116,718,159,0.0511,0.6363,21889b71-9892-4a48-ac13-b0b425b4671b,Transactional,Sample user input text 26267,393,253,Education,2,4.02,1183,Mobile,Spanish,0.804,0.1427,Fast,Yes,Monthly,1,Asia
2023-10-05,7,Sunday,DeepSeek,v3.0,3582,775,399,0.0562,0.5364,0c653f6f-3fb3-4ad0-96d4-13c5ae63fca6,Informational,Sample user input text 26268,189,633,Technology,5,3.36,98,Tablet,Chinese,0.9475,0.5011,Fast,No,Weekly,2,Asia
2022-12-05,1,Saturday,Grok AI,v4.0,9044,855,235,0.0897,0.9299,6ccf99e7-abdb-4602-8788-c732044849b8,Transactional,Sample user input text 26269,466,804,Technology,4,4.51,345,Mobile,French,0.9691,4.775,Fast,Yes,Weekly,0,North America
2023-04-18,9,Friday,Grok AI,v3.0,2829,199,202,0.0618,0.7608,497bb52d-c62e-4bfe-a9b9-3f63283ad937,Transactional,Sample user input text 26270,429,79,Health,2,4.39,741,Tablet,Chinese,0.9569,2.5282,Fast,Yes,Weekly,0,North America
2023-06-24,11,Tuesday,DeepSeek,v2.0,3669,439,384,0.0564,0.9834,a6f5b935-3dd7-4402-ad71-6261e15bfe15,Transactional,Sample user input text 26271,263,344,Technology,2,1.29,722,Desktop,English,0.7834,2.2019,Fast,No,Weekly,3,Asia
2020-02-01,8,Monday,ChatGPT,v4.0,3177,391,211,0.0348,0.8461,662fd806-a8b2-4e0e-a7f4-23db5bce10f2,Navigational,Sample user input text 26272,80,218,Health,2,2.67,866,Tablet,Chinese,0.9887,3.581,Medium,No,Weekly,2,North America
2023-02-16,12,Monday,ChatGPT,v1.0,9621,687,287,0.0487,0.9277,a7e74c4c-4e33-4e6e-8578-b32c2a148c1a,Navigational,Sample user input text 26273,265,995,Education,2,3.36,1322,Tablet,Chinese,0.765,2.6318,Slow,No,Monthly,4,South America
2020-12-28,1,Monday,ChatGPT,v1.0,7723,844,397,0.0262,0.7587,e4327716-32da-4522-8a35-0df8f8331372,Navigational,Sample user input text 26274,436,275,Finance,1,3.76,1074,Desktop,Chinese,0.9002,0.5633,Fast,Yes,Monthly,1,Europe
2020-11-24,6,Sunday,ChatGPT,v4.0,9771,930,398,0.0459,0.9177,767f76d3-be28-4c0c-89bb-4a5c837e9618,Navigational,Sample user input text 26275,259,450,Education,5,2.47,806,Tablet,French,0.8757,3.0709,Medium,Yes,Monthly,2,South America
2020-10-07,10,Tuesday,ChatGPT,v2.0,5510,555,89,0.0313,0.9591,270a8fdd-282d-4161-bcb9-18d399fe6011,Informational,Sample user input text 26276,202,302,Finance,2,3.69,1417,Tablet,Chinese,0.9874,2.7172,Fast,No,Daily,5,Asia
2021-04-25,1,Sunday,Grok AI,v1.0,3994,772,489,0.0317,0.8215,51e58765-c7ac-46e4-b73e-72da08f3f815,Informational,Sample user input text 26277,288,354,Education,3,4.77,911,Mobile,French,0.7995,2.6591,Medium,No,Weekly,5,North America
2021-02-19,7,Tuesday,DeepSeek,v1.0,8941,402,376,0.0937,0.552,fbbd5e68-7fd2-41c2-8265-f18b1ffef61f,Informational,Sample user input text 26278,105,81,Education,2,4.03,531,Tablet,English,0.7875,2.0148,Medium,No,Monthly,3,Europe
2021-01-02,6,Tuesday,DeepSeek,v2.0,5694,708,162,0.0332,0.5266,75b188c0-383e-4225-ba63-86039d26442d,Informational,Sample user input text 26279,128,202,Finance,2,4.1,1364,Desktop,English,0.8682,2.1975,Fast,No,Weekly,1,North America
2022-09-14,4,Tuesday,Grok AI,v3.0,7261,746,315,0.0595,0.7908,cce788d9-e4b2-49b3-a37a-f1f1b4e9cd33,Transactional,Sample user input text 26280,304,532,Technology,5,4.55,1162,Desktop,Chinese,0.7752,0.7066,Medium,No,Weekly,3,North America
2023-05-06,1,Sunday,ChatGPT,v1.0,9621,595,192,0.048,0.7898,0133d759-ae88-4af6-b392-1c269d402343,Navigational,Sample user input text 26281,147,498,Education,2,4.18,316,Mobile,Spanish,0.8298,4.3605,Slow,No,Monthly,2,Asia
2020-05-12,2,Friday,DeepSeek,v4.0,2185,734,369,0.0612,0.7936,4bceb59c-b1ee-4213-a2a4-a7dab0d47350,Informational,Sample user input text 26282,215,575,Health,1,1.66,580,Tablet,Chinese,0.9044,3.4767,Fast,No,Monthly,5,Europe
2021-12-20,2,Friday,Grok AI,v4.0,7286,146,140,0.0922,0.7866,d43c8dc8-8a18-4f3a-a182-220551602537,Informational,Sample user input text 26283,43,654,Education,4,1.09,1052,Tablet,English,0.9501,0.1483,Slow,Yes,Weekly,3,South America
2021-10-07,9,Tuesday,Grok AI,v4.0,2085,885,314,0.0449,0.6667,0381859e-1f74-4dc2-817e-1306137c864b,Navigational,Sample user input text 26284,346,106,Technology,3,1.8,1533,Tablet,German,0.8966,0.8132,Slow,No,Monthly,0,Asia
2022-08-10,4,Saturday,Grok AI,v1.0,6167,836,73,0.023,0.693,095d53cf-e847-4853-8e00-c2abba3c4d28,Transactional,Sample user input text 26285,395,814,Education,2,4.43,33,Mobile,French,0.8463,2.1298,Fast,Yes,Daily,0,Europe
2020-05-13,2,Thursday,Grok AI,v2.0,4979,323,318,0.0796,0.8567,86fd64f9-4dc5-423e-8ed4-5b08a826b386,Navigational,Sample user input text 26286,128,81,Education,3,2.92,1548,Mobile,English,0.7777,1.4728,Fast,Yes,Weekly,4,South America
2023-02-28,3,Saturday,DeepSeek,v1.0,7753,532,165,0.0266,0.8755,de79e7fa-b712-48b6-90f8-90ad008e1a6b,Informational,Sample user input text 26287,231,329,Health,2,1.61,798,Tablet,English,0.7578,1.55,Slow,No,Weekly,5,South America
2023-01-25,2,Sunday,Grok AI,v2.0,1282,404,416,0.0232,0.6339,ec91bfbf-e222-43e7-b115-fef41487ab16,Navigational,Sample user input text 26288,404,890,Finance,5,1.4,239,Desktop,Spanish,0.8005,4.077,Medium,Yes,Weekly,5,Europe
2021-05-23,11,Friday,Grok AI,v3.0,9000,656,262,0.0429,0.5037,1d999ebd-b2ee-4961-b44d-2c0d1791fa27,Informational,Sample user input text 26289,169,949,Health,2,3.19,1708,Tablet,French,0.8932,3.5062,Slow,No,Weekly,4,Asia
2021-09-17,8,Tuesday,Grok AI,v3.0,8546,990,244,0.0194,0.9597,c24baea0-a88e-4cbe-aa7a-834d2bdc5187,Navigational,Sample user input text 26290,469,571,Education,1,3.88,558,Tablet,Chinese,0.9529,3.0953,Fast,Yes,Monthly,2,Europe
2023-09-07,4,Wednesday,DeepSeek,v1.0,1259,412,456,0.0313,0.9587,a17810c4-8da6-41b7-96eb-06bfe8e3e119,Transactional,Sample user input text 26291,103,836,Education,5,4.22,89,Mobile,Chinese,0.7908,0.4732,Medium,No,Daily,5,Europe
2023-12-12,6,Sunday,DeepSeek,v3.0,2813,871,454,0.0752,0.8974,229fb1e7-afa4-4078-956d-57396efa2c91,Informational,Sample user input text 26292,151,216,Education,1,3.04,745,Tablet,English,0.7302,3.7692,Fast,No,Weekly,4,South America
2023-05-02,4,Sunday,Grok AI,v2.0,6183,637,406,0.0867,0.9754,1d1fb8b2-e59d-4b21-a336-7fa1b2bc3d05,Transactional,Sample user input text 26293,455,892,Education,4,1.85,24,Desktop,English,0.9032,2.5474,Slow,No,Monthly,0,South America
2021-07-19,12,Wednesday,Grok AI,v2.0,4703,899,343,0.0672,0.7083,11e7917c-5e1b-432c-b3ae-322b3907e806,Navigational,Sample user input text 26294,301,387,Education,3,4.98,1216,Tablet,French,0.8576,0.8422,Fast,No,Daily,3,Europe
2020-09-22,3,Monday,DeepSeek,v1.0,5417,268,489,0.0556,0.8492,f49a9602-ea6c-4583-8c12-09196c1cf1a8,Transactional,Sample user input text 26295,184,254,Finance,5,2.64,655,Tablet,German,0.8212,1.2479,Fast,No,Daily,5,North America
2023-10-21,11,Saturday,Grok AI,v1.0,3623,145,361,0.0328,0.7274,f0db11ca-22f3-49de-9301-ed731f2a482f,Navigational,Sample user input text 26296,38,40,Education,4,3.6,260,Tablet,Spanish,0.7759,3.1263,Fast,No,Daily,3,Europe
2021-04-11,10,Monday,Grok AI,v2.0,1537,657,235,0.0283,0.8561,f66317f2-270d-4cb5-9505-7bbc06ff61f3,Transactional,Sample user input text 26297,396,818,Education,1,1.19,1014,Tablet,Spanish,0.8157,4.0274,Medium,Yes,Daily,2,South America
2020-03-23,4,Thursday,Grok AI,v3.0,8857,625,453,0.0518,0.5267,ecdc9963-52c4-4806-bd0c-9cde8e58c85a,Transactional,Sample user input text 26298,308,482,Technology,5,4.91,1540,Mobile,German,0.7853,4.0847,Fast,Yes,Monthly,4,North America
2023-10-08,5,Wednesday,Grok AI,v2.0,5980,862,59,0.0695,0.5574,6f8f59ee-8e72-457f-93aa-07d829d92fdf,Transactional,Sample user input text 26299,456,966,Health,2,1.95,456,Tablet,English,0.9747,3.2436,Slow,No,Daily,0,Europe
2020-04-03,6,Sunday,ChatGPT,v2.0,8395,564,253,0.0402,0.7302,79772c23-8dbf-4aa0-8eaf-19b0ca4da0cb,Informational,Sample user input text 26300,60,749,Health,1,2.76,1727,Mobile,Spanish,0.7225,3.9094,Slow,No,Monthly,2,South America
2021-02-06,6,Wednesday,DeepSeek,v1.0,5070,737,183,0.0248,0.5949,c3384954-2403-4283-b91a-fd192fe799a8,Transactional,Sample user input text 26301,332,550,Health,5,2.94,1203,Mobile,Chinese,0.9943,1.6434,Fast,Yes,Daily,4,Asia
2020-01-24,4,Wednesday,Grok AI,v1.0,3874,403,398,0.0547,0.526,3c2aad46-8c27-4426-990a-a5aba7191582,Transactional,Sample user input text 26302,161,161,Education,4,2.54,43,Mobile,French,0.9524,2.0407,Medium,Yes,Weekly,0,Europe
2021-01-20,11,Thursday,Grok AI,v2.0,5846,242,455,0.0516,0.5696,99566756-baab-46f0-aa23-b928ac74e628,Navigational,Sample user input text 26303,329,519,Health,2,2.78,1388,Mobile,English,0.9412,0.4449,Slow,No,Daily,3,South America
2021-11-18,2,Saturday,ChatGPT,v2.0,5375,129,292,0.0304,0.8966,7e98514e-a4c4-4f0a-93c3-004c57c0273f,Navigational,Sample user input text 26304,494,540,Finance,1,2.13,988,Mobile,French,0.7488,0.9723,Medium,Yes,Daily,4,Europe
2021-09-08,9,Thursday,DeepSeek,v3.0,5821,628,229,0.0984,0.6026,52352c4f-7610-459e-a51f-e0a961391976,Informational,Sample user input text 26305,421,152,Technology,5,2.74,887,Tablet,Chinese,0.9677,4.9497,Slow,No,Daily,0,Asia
2020-05-21,11,Monday,ChatGPT,v2.0,8205,546,426,0.0309,0.6243,2e3c7453-9dff-4675-8d9a-2550adc61c0e,Navigational,Sample user input text 26306,194,390,Finance,4,3.27,855,Mobile,German,0.9435,1.4416,Slow,No,Daily,1,South America
2020-12-03,12,Monday,ChatGPT,v3.0,4091,379,291,0.045,0.5688,c71c1274-3951-4341-a370-85d5aff82d13,Navigational,Sample user input text 26307,312,266,Health,2,1.03,886,Mobile,Spanish,0.897,0.2637,Medium,Yes,Weekly,0,Europe
2020-04-09,4,Wednesday,Grok AI,v2.0,4807,728,273,0.0572,0.718,adefbd8a-859e-4aaf-9f30-99480cf563ec,Transactional,Sample user input text 26308,465,334,Education,4,1.72,253,Mobile,English,0.7787,1.2055,Medium,Yes,Daily,4,Asia
2021-06-08,6,Monday,ChatGPT,v4.0,1382,303,391,0.0971,0.7564,2b39ad9f-9bf8-4be2-a58c-8786be4a3724,Informational,Sample user input text 26309,93,449,Education,3,1.36,1066,Mobile,French,0.793,1.67,Medium,Yes,Weekly,5,North America
2023-04-02,3,Tuesday,DeepSeek,v1.0,6518,313,223,0.0532,0.7136,93a1d960-b48f-4807-ae33-3671c73d9d8a,Informational,Sample user input text 26310,137,603,Education,5,3.77,410,Mobile,French,0.7219,3.9504,Slow,Yes,Monthly,5,Asia
2020-03-28,6,Monday,ChatGPT,v3.0,6670,397,276,0.0304,0.5611,c6d4bb1d-2fe3-47d9-bc59-93b2db253536,Navigational,Sample user input text 26311,373,705,Health,1,4.15,1719,Mobile,French,0.9782,1.6256,Slow,Yes,Daily,2,Europe
2021-10-04,10,Monday,DeepSeek,v1.0,8961,939,324,0.0712,0.5699,e63d9065-a852-4735-93f4-5c4e638f8fa8,Informational,Sample user input text 26312,61,738,Finance,4,1.47,1595,Desktop,Chinese,0.9192,0.9957,Fast,No,Daily,5,North America
2021-12-18,6,Monday,Grok AI,v4.0,7487,325,411,0.0488,0.7849,025ccf0a-36d6-4102-855a-dacd4e7d6819,Transactional,Sample user input text 26313,147,130,Education,5,4.58,21,Desktop,French,0.9701,0.6575,Fast,No,Monthly,2,Europe
2022-03-02,6,Wednesday,ChatGPT,v1.0,9456,876,223,0.0677,0.9561,0825b121-d2b5-4de8-a35d-0c89f3c1ca8d,Transactional,Sample user input text 26314,374,23,Health,3,4.71,1344,Desktop,German,0.977,2.6685,Slow,No,Daily,3,South America
2023-10-01,11,Wednesday,ChatGPT,v4.0,1589,667,338,0.0463,0.9285,d76e6b99-5448-49a3-9017-ec616b4c41ea,Transactional,Sample user input text 26315,275,230,Education,5,4.16,334,Tablet,English,0.9577,2.6096,Medium,Yes,Daily,5,Europe
2022-01-15,11,Friday,DeepSeek,v2.0,6086,679,430,0.0736,0.6267,67cb751c-29d2-4edb-ba0a-f349dbcdb8d4,Transactional,Sample user input text 26316,282,541,Health,1,2.94,1309,Desktop,Chinese,0.9507,2.592,Slow,No,Monthly,3,Europe
2021-11-30,6,Thursday,Grok AI,v2.0,6686,646,133,0.0107,0.8923,e77f4030-85d2-48a5-a3a0-ff18758ad4c6,Navigational,Sample user input text 26317,260,98,Health,5,4.95,1212,Tablet,French,0.8866,0.9125,Medium,Yes,Weekly,5,Europe
2021-12-27,2,Thursday,DeepSeek,v3.0,5090,483,325,0.0923,0.887,eb92f76a-e22a-4f44-8e6b-43e21cf7b8c0,Transactional,Sample user input text 26318,320,716,Health,2,3.53,1641,Desktop,French,0.9423,0.1075,Fast,No,Monthly,3,Europe
2023-12-10,10,Monday,Grok AI,v2.0,3811,126,188,0.0681,0.9053,a1b7fc30-b382-4d41-8cee-362ddae55d84,Transactional,Sample user input text 26319,144,694,Technology,2,3.2,1334,Desktop,Spanish,0.9148,2.3885,Medium,No,Daily,0,North America
2020-06-13,6,Friday,DeepSeek,v4.0,3418,443,205,0.0573,0.677,3c50247a-fbd3-4e2c-bad1-922f4255331a,Navigational,Sample user input text 26320,214,253,Education,2,1.21,634,Tablet,French,0.9198,2.4362,Medium,Yes,Monthly,2,North America
2023-12-26,4,Sunday,ChatGPT,v3.0,2246,127,132,0.0739,0.9733,094b5fd8-14d2-40b6-bc13-b640e9e52445,Navigational,Sample user input text 26321,164,976,Health,2,2.78,1107,Tablet,Chinese,0.9387,0.8183,Slow,No,Weekly,4,South America
2023-04-08,4,Wednesday,DeepSeek,v4.0,1430,966,382,0.0396,0.7284,f484b225-98e6-4aea-a35f-af4ba07b4beb,Transactional,Sample user input text 26322,443,361,Education,2,1.81,334,Tablet,French,0.8653,0.5636,Slow,Yes,Monthly,5,Asia
2021-04-15,3,Sunday,ChatGPT,v3.0,9402,423,408,0.0912,0.7956,5a14b01b-d940-42f2-86ff-d56832a38f02,Informational,Sample user input text 26323,310,68,Technology,5,1.94,1178,Tablet,French,0.8657,1.2393,Medium,No,Daily,0,North America
2023-09-11,4,Saturday,Grok AI,v4.0,7140,457,218,0.0956,0.8708,bed4523f-32c3-4a94-b8db-49894ad2fe34,Transactional,Sample user input text 26324,298,204,Technology,1,3.44,1021,Desktop,Spanish,0.732,1.8258,Fast,Yes,Daily,0,Europe
2021-05-16,2,Wednesday,DeepSeek,v3.0,4986,755,192,0.0426,0.5261,662fe19e-b2d0-40cc-84d3-c556c90690d0,Transactional,Sample user input text 26325,319,908,Health,3,2.33,1318,Desktop,German,0.9154,3.1474,Medium,Yes,Daily,2,North America
2020-02-12,5,Wednesday,Grok AI,v4.0,5632,210,385,0.0756,0.7189,1231ba25-6ee2-448b-af33-2a30834a8dd8,Transactional,Sample user input text 26326,116,391,Technology,2,4.35,106,Desktop,German,0.7655,1.9203,Slow,No,Monthly,5,North America
2021-08-21,10,Tuesday,ChatGPT,v4.0,6163,231,134,0.0424,0.9271,78b5a992-2a63-4f9c-ab50-94a279373e34,Navigational,Sample user input text 26327,27,972,Education,5,4.88,1540,Desktop,Chinese,0.9093,0.1766,Slow,No,Monthly,0,South America
2022-09-04,11,Friday,ChatGPT,v2.0,3462,590,207,0.0273,0.9298,39177d33-5cd3-4640-b517-311d00ef7a11,Informational,Sample user input text 26328,407,585,Health,5,2.25,423,Desktop,Spanish,0.9635,2.2093,Fast,No,Daily,0,North America
2021-06-20,7,Friday,ChatGPT,v3.0,8862,348,228,0.0408,0.861,99301976-2651-481e-9379-87c980be9f0e,Informational,Sample user input text 26329,52,770,Technology,5,1.09,632,Mobile,French,0.9815,2.8053,Slow,No,Weekly,5,Europe
2021-03-01,5,Friday,DeepSeek,v4.0,7491,971,200,0.0885,0.9597,e68745c0-968e-4f2b-8f39-11a26adbaff9,Transactional,Sample user input text 26330,450,881,Health,5,1.25,1132,Desktop,Spanish,0.7266,3.3554,Medium,Yes,Monthly,5,North America
2023-09-30,6,Friday,DeepSeek,v2.0,4543,636,478,0.0365,0.7551,3a6e4421-5a8a-4c25-a707-5d66d825ff0b,Navigational,Sample user input text 26331,412,816,Health,2,3.82,472,Mobile,German,0.854,4.4869,Slow,No,Daily,5,Europe
2022-07-27,12,Thursday,DeepSeek,v4.0,4562,778,276,0.0108,0.8318,d475d809-d93c-4c98-9df9-8f0532511997,Navigational,Sample user input text 26332,280,284,Education,5,1.14,696,Desktop,German,0.7163,0.8657,Medium,No,Daily,5,Asia
2021-04-23,2,Saturday,Grok AI,v3.0,6777,906,50,0.0718,0.5331,bf81b82e-f3be-4d1a-a7f1-10a8ac177623,Informational,Sample user input text 26333,228,409,Education,4,4.37,506,Desktop,English,0.892,3.9673,Medium,No,Weekly,5,Europe
